::1 - - [07/Jul/2022:19:12:28 +0700] "GET /css/styles.css HTTP/1.1" 200 197892
::1 - - [07/Jul/2022:19:12:28 +0700] "GET /js/scripts.js HTTP/1.1" 200 553
::1 - - [07/Jul/2022:19:12:28 +0700] "GET /image/logo_soict.png HTTP/1.1" 200 4179
::1 - - [07/Jul/2022:19:12:28 +0700] "GET /image/bg_login.jpg HTTP/1.1" 200 1575790
::1 - - [07/Jul/2022:19:12:29 +0700] "GET /favicon.ico HTTP/1.1" 200 4067
::1 - - [07/Jul/2022:19:12:58 +0700] "GET /login HTTP/1.1" 200 6415
::1 - - [07/Jul/2022:19:12:58 +0700] "GET /css/styles.css HTTP/1.1" 200 197892
::1 - - [07/Jul/2022:19:12:59 +0700] "GET /js/scripts.js HTTP/1.1" 200 553
::1 - - [07/Jul/2022:19:12:59 +0700] "GET /image/logo_soict.png HTTP/1.1" 200 4179
::1 - - [07/Jul/2022:19:12:59 +0700] "GET /image/bg_login.jpg HTTP/1.1" 200 65300
::1 - - [07/Jul/2022:19:12:59 +0700] "GET /favicon.ico HTTP/1.1" 200 4067
::1 - - [07/Jul/2022:19:13:16 +0700] "GET /login HTTP/1.1" 200 6415
::1 - - [07/Jul/2022:19:13:17 +0700] "GET /css/styles.css HTTP/1.1" 200 197892
::1 - - [07/Jul/2022:19:13:17 +0700] "GET /js/scripts.js HTTP/1.1" 200 553
::1 - - [07/Jul/2022:19:13:17 +0700] "GET /image/logo_soict.png HTTP/1.1" 200 4179
::1 - - [07/Jul/2022:19:13:17 +0700] "GET /image/bg_login.jpg HTTP/1.1" 200 61163
::1 - - [07/Jul/2022:19:13:17 +0700] "GET /favicon.ico HTTP/1.1" 200 4067
::1 - - [07/Jul/2022:19:18:30 +0700] "GET /login HTTP/1.1" 200 6414
::1 - - [07/Jul/2022:19:18:30 +0700] "GET /css/styles.css HTTP/1.1" 200 197892
::1 - - [07/Jul/2022:19:18:30 +0700] "GET /js/scripts.js HTTP/1.1" 200 553
::1 - - [07/Jul/2022:19:18:30 +0700] "GET /image/logo_soict.png HTTP/1.1" 200 4179
::1 - - [07/Jul/2022:19:18:30 +0700] "GET /image/bg_login.jpg HTTP/1.1" 200 61163
::1 - - [07/Jul/2022:19:18:31 +0700] "GET /favicon.ico HTTP/1.1" 200 4067
::1 - - [07/Jul/2022:19:18:33 +0700] "GET /login HTTP/1.1" 200 6414
::1 - - [07/Jul/2022:19:18:33 +0700] "GET /css/styles.css HTTP/1.1" 200 197892
::1 - - [07/Jul/2022:19:18:33 +0700] "GET /js/scripts.js HTTP/1.1" 200 553
::1 - - [07/Jul/2022:19:18:33 +0700] "GET /image/logo_soict.png HTTP/1.1" 200 4179
::1 - - [07/Jul/2022:19:18:33 +0700] "GET /image/bg_login.jpg HTTP/1.1" 200 61163
::1 - - [07/Jul/2022:19:18:33 +0700] "GET /favicon.ico HTTP/1.1" 200 4067
